E_nu[GeV] muCC mu_barCC eCC e_barCC tauCC tau_barCC nuNC nu_barNC
12.97 0.812685 0.378578 0.448482 0.0852586 0.0956047 0.0509676 0.551201 0.169385
12.99 1.01642 0.34946 0.289272 0.164343 0.105495 0.0411661 0.539888 0.233009
13.01 0.938736 0.38859 0.355981 0.112921 0.122674 0.0560558 0.428517 0.174189
13.03 0.828575 0.343136 0.397138 0.178715 0.0862034 0.0455041 0.49934 0.285361
13.05 0.904628 0.384719 0.354856 0.148993 0.105929 0.0379408 0.6163 0.20109
13.07 0.917743 0.337915 0.326456 0.114595 0.0828917 0.0486592 0.591771 0.26161
13.09 0.944698 0.382548 0.380817 0.171967 0.112648 0.0503371 0.512398 0.308009
13.11 0.884292 0.402464 0.31603 0.148117 0.105679 0.0469807 0.420977 0.235961
13.13 0.842984 0.280878 0.325264 0.135502 0.103792 0.0455571 0.599729 0.24635
13.15 0.933716 0.456558 0.386683 0.0727675 0.118836 0.0566365 0.671784 0.216957
13.17 0.823134 0.336415 0.426426 0.123249 0.0973982 0.0415526 0.664552 0.146871
13.19 1.00612 0.364575 0.456284 0.111478 0.0834842 0.0467467 0.448451 0.256452
13.21 0.894939 0.362694 0.395802 0.120349 0.0725849 0.0385759 0.662555 0.180768
13.23 0.768645 0.363131 0.346247 0.182634 0.106967 0.0488628 0.473025 0.261242
13.25 0.967356 0.427283 0.364656 0.129785 0.130441 0.0549927 0.478843 0.169954
13.27 0.889067 0.337263 0.32658 0.0800177 0.121216 0.0616707 0.615174 0.30544
13.29 0.853484 0.425742 0.273582 0.136077 0.0764595 0.032176 0.579814 0.27855
13.31 0.795166 0.357758 0.397961 0.159907 0.0835633 0.032744 0.361055 0.264049
13.33 0.951928 0.301216 0.405347 0.119947 0.115514 0.0521478 0.404284 0.244155
13.35 0.870254 0.355436 0.4008 0.151008 0.12625 0.057083 0.482822 0.133252
13.37 0.78494 0.351956 0.364 0.101444 0.0744351 0.0442528 0.590593 0.30631
13.39 0.914331 0.245896 0.413189 0.123352 0.106014 0.048678 0.402118 0.227122
13.41 0.798947 0.322387 0.328659 0.151972 0.0847085 0.0368133 0.499398 0.176785
13.43 0.858949 0.409826 0.320266 0.137669 0.128096 0.0515386 0.578423 0.163223
13.45 0.943618 0.376834 0.340531 0.186375 0.0605899 0.0413923 0.582803 0.223986
13.47 0.741793 0.339085 0.35818 0.0876817 0.114293 0.050019 0.504097 0.229194
13.49 0.847781 0.396366 0.350976 0.121732 0.115817 0.0535917 0.598416 0.184895
13.51 0.84047 0.315365 0.443942 0.103762 0.105328 0.0513625 0.51066 0.225921
13.53 0.801651 0.37971 0.255692 0.123791 0.0936245 0.0424851 0.510427 0.209928
13.55 0.840395 0.381264 0.335788 0.0912141 0.091147 0.0425171 0.568174 0.275811
13.57 0.914897 0.323065 0.327834 0.12357 0.0990842 0.0457276 0.428885 0.256342
13.59 0.78445 0.314882 0.250462 0.186551 0.111666 0.0495383 0.438221 0.191552
13.61 0.789943 0.361843 0.408034 0.14253 0.0897511 0.0428338 0.42144 0.167104
13.63 0.866167 0.401665 0.337716 0.140567 0.115394 0.0515344 0.423094 0.189473
13.65 0.902264 0.359746 0.339968 0.119464 0.0916298 0.0369122 0.461593 0.185682
13.67 0.715838 0.289361 0.320938 0.126364 0.0795763 0.0543719 0.661534 0.240448
13.69 0.877533 0.312428 0.304041 0.14321 0.121459 0.0440853 0.436461 0.123443
13.71 0.751779 0.323326 0.401166 0.101698 0.101038 0.0462809 0.586211 0.230369
13.73 0.869172 0.341972 0.379031 0.0933408 0.105001 0.0414932 0.391997 0.233797
13.75 0.756785 0.280985 0.293887 0.13279 0.086017 0.0452609 0.670268 0.185441
13.77 0.740498 0.294745 0.377165 0.147033 0.0970505 0.0392596 0.521616 0.21627
13.79 0.854879 0.33207 0.292326 0.089478 0.105275 0.055384 0.457003 0.244276
13.81 0.789603 0.338212 0.234114 0.130433 0.103202 0.0380625 0.436193 0.182151
13.83 0.827895 0.310651 0.347565 0.0851928 0.103202 0.0503596 0.41715 0.308217
13.85 0.727019 0.416776 0.284403 0.126724 0.0885817 0.0470828 0.484432 0.288235
13.87 0.912047 0.291068 0.337438 0.0793546 0.114395 0.0578277 0.439861 0.174244
13.89 0.792664 0.278163 0.394613 0.14645 0.0811836 0.0321265 0.472639 0.232264
13.91 0.793842 0.372295 0.396144 0.100855 0.0948862 0.0429557 0.536952 0.144684
13.93 0.834833 0.305395 0.253294 0.117089 0.0930257 0.0453872 0.488283 0.128059
13.95 0.681148 0.27828 0.317223 0.159516 0.100955 0.0454675 0.469091 0.158813
13.97 0.768008 0.322129 0.366244 0.122596 0.0987434 0.0474693 0.467591 0.208157
13.99 0.732438 0.404788 0.317137 0.123172 0.0987434 0.0418013 0.539872 0.231603
14.01 0.900426 0.356347 0.32496 0.117048 0.0892405 0.0474819 0.494667 0.239571
14.03 0.885855 0.416944 0.392249 0.166164 0.114175 0.0416914 0.559969 0.225611
14.05 0.828918 0.398857 0.371125 0.0910057 0.0854366 0.0494233 0.470788 0.219853
14.07 0.878284 0.380174 0.358122 0.125793 0.0930644 0.0402906 0.480015 0.234499
14.09 0.78992 0.361464 0.351453 0.129731 0.0998327 0.0416564 0.592485 0.259387
14.11 1.01913 0.353418 0.32897 0.15313 0.103176 0.0517596 0.670869 0.166151
14.13 0.645536 0.272669 0.307184 0.119836 0.0962976 0.0395386 0.357026 0.133171
14.15 0.576946 0.204555 0.290204 0.119866 0.0761339 0.0411408 0.421472 0.194324
14.17 0.642239 0.221183 0.197615 0.0958939 0.0817741 0.0455901 0.287621 0.143849
14.19 0.750335 0.287903 0.269094 0.113199 0.120509 0.0403585 0.48239 0.201927
14.21 0.650391 0.246473 0.2367 0.0453094 0.0850072 0.0555866 0.363352 0.168791
14.23 0.614014 0.29648 0.254742 0.0780208 0.0964505 0.0340931 0.339054 0.156678
14.25 0.612313 0.297543 0.30222 0.0529734 0.107983 0.0355041 0.479654 0.207218
14.27 0.7573 0.427527 0.329152 0.0944151 0.0923033 0.0462671 0.671695 0.21464
14.29 0.755067 0.27421 0.336597 0.0903946 0.09538 0.0462671 0.373377 0.164639
14.31 0.729556 0.289623 0.282028 0.0491239 0.105278 0.0382825 0.369277 0.125175
14.33 0.743014 0.241921 0.354439 0.101599 0.098698 0.0414204 0.436634 0.273814
14.35 0.693929 0.315749 0.255882 0.0891447 0.0857009 0.0530213 0.478965 0.153836
14.37 0.768833 0.296261 0.279256 0.130773 0.0905437 0.0359023 0.443032 0.190766
14.39 0.814937 0.293399 0.32587 0.115373 0.0958698 0.048305 0.420014 0.222532
14.41 0.851212 0.286066 0.243549 0.119195 0.106706 0.0499072 0.391386 0.166909
14.43 0.598908 0.31718 0.363185 0.0950873 0.0785193 0.0399258 0.404825 0.196625
14.45 0.639201 0.228347 0.315859 0.133876 0.0945616 0.0367944 0.468742 0.179781
14.47 0.688694 0.22025 0.251604 0.139011 0.086441 0.0416139 0.4066 0.112194
14.49 0.747267 0.3418 0.248215 0.134142 0.108554 0.047779 0.406625 0.169978
14.51 0.817474 0.237664 0.280468 0.0931463 0.0853626 0.0404461 0.424949 0.227019
14.53 0.73588 0.332498 0.231693 0.121032 0.101884 0.0438737 0.38889 0.213168
14.55 0.678982 0.352244 0.219609 0.0814954 0.0933977 0.0411995 0.385734 0.169064
14.57 0.73094 0.309738 0.312615 0.15133 0.111146 0.0397591 0.483019 0.195334
14.59 0.632962 0.223229 0.337913 0.0932546 0.0814029 0.0496989 0.374356 0.217347
14.61 0.676236 0.318486 0.258163 0.0722659 0.0840442 0.0445414 0.441272 0.148127
14.63 0.706484 0.240441 0.221815 0.118639 0.10911 0.0375085 0.451804 0.166707
14.65 0.675129 0.347586 0.30354 0.0979459 0.0887382 0.0548307 0.309903 0.194908
14.67 0.77053 0.320194 0.313906 0.126988 0.0882795 0.0415981 0.437215 0.0993707
14.69 0.729484 0.287036 0.317413 0.0806544 0.101154 0.0353191 0.493171 0.284385
14.71 0.61241 0.28312 0.367926 0.0961625 0.0830361 0.0372902 0.365966 0.188712
14.73 0.715259 0.26046 0.304917 0.123995 0.118623 0.0545711 0.524207 0.155742
14.75 0.702845 0.322941 0.330854 0.1173 0.0763374 0.0329373 0.401432 0.14835
14.77 0.598827 0.330103 0.368738 0.0534737 0.073309 0.0360629 0.24073 0.11725
14.79 0.766097 0.22337 0.176953 0.151853 0.117869 0.0516195 0.483912 0.190462
14.81 0.593524 0.345568 0.330685 0.0668439 0.088035 0.0465104 0.44881 0.123886
14.83 0.775508 0.242748 0.309012 0.0680435 0.121648 0.0443963 0.423424 0.233638
14.85 0.702039 0.279783 0.230137 0.0875223 0.0651361 0.0311602 0.428397 0.13968
14.87 0.715816 0.354452 0.318606 0.0906782 0.0979204 0.0480617 0.342997 0.205096
14.89 0.658464 0.323586 0.27871 0.122149 0.0940036 0.0409035 0.452243 0.150257
14.91 0.679052 0.263979 0.263152 0.071497 0.0709535 0.0439793 0.527604 0.195687
14.93 0.713545 0.237203 0.195012 0.136611 0.109978 0.0370352 0.442115 0.203643
14.95 0.597745 0.249454 0.306389 0.108894 0.0858286 0.0412191 0.298955 0.21399
14.97 0.728429 0.299404 0.205714 0.0928832 0.0904929 0.0454139 0.41522 0.141603
14.99 0.74689 0.226316 0.287047 0.133633 0.106782 0.0418096 0.527009 0.169442
15.01 0.718616 0.239504 0.263345 0.116836 0.0865932 0.0331819 0.339168 0.210135
15.03 0.652094 0.191978 0.259606 0.0907383 0.105149 0.0533513 0.337395 0.273315
15.05 0.561563 0.332033 0.242055 0.0501801 0.0788519 0.0369619 0.435914 0.151077
15.07 0.603515 0.249726 0.303739 0.0893264 0.0745962 0.0334396 0.348039 0.177624
15.09 0.665324 0.289622 0.312839 0.0902391 0.115862 0.0508283 0.494992 0.154352
15.11 0.690009 0.35661 0.26272 0.0916916 0.10624 0.0372536 0.426485 0.137484
15.13 0.680624 0.231267 0.245263 0.0914625 0.0945796 0.0513001 0.35943 0.114155
15.15 0.710814 0.326395 0.24208 0.144485 0.0901561 0.0342278 0.404495 0.172266
15.17 0.588648 0.302629 0.300721 0.0990011 0.0834124 0.0472957 0.426625 0.172258
15.19 0.750213 0.245083 0.247082 0.103519 0.0834124 0.0358795 0.427752 0.180832
15.21 0.588834 0.302736 0.293592 0.0585648 0.0764724 0.0413418 0.348689 0.159112
15.23 0.768469 0.227621 0.27844 0.0872696 0.0910386 0.0355394 0.374782 0.107215
15.25 0.705687 0.275513 0.149312 0.145622 0.0916725 0.0421055 0.459341 0.0849347
15.27 0.640497 0.257207 0.327607 0.119559 0.0910448 0.0363482 0.31314 0.107192
15.29 0.634494 0.173364 0.285527 0.101831 0.104051 0.0487066 0.33061 0.256799
15.31 0.683618 0.250267 0.186208 0.100139 0.13013 0.0456164 0.452935 0.142008
15.33 0.662333 0.254614 0.304823 0.112518 0.071704 0.0374054 0.286465 0.17478
15.35 0.622017 0.232652 0.260214 0.0804128 0.0527691 0.038788 0.450325 0.175396
15.37 0.655661 0.285623 0.296361 0.0705117 0.0886654 0.0430393 0.39534 0.220173
15.39 0.675415 0.355791 0.22155 0.0667607 0.107223 0.0371703 0.333595 0.213146
15.41 0.55329 0.288352 0.307239 0.125066 0.0696556 0.0458146 0.45505 0.165356
15.43 0.621893 0.258806 0.215505 0.0771269 0.103428 0.0295886 0.349454 0.136944
15.45 0.66876 0.215579 0.294077 0.114457 0.102691 0.0444496 0.397266 0.164864
15.47 0.642927 0.294125 0.25845 0.052664 0.0811703 0.0392666 0.433809 0.128726
15.49 0.620857 0.269806 0.182347 0.0861545 0.0894955 0.0407769 0.336317 0.165753
15.51 0.56622 0.280607 0.305746 0.0566474 0.0947092 0.0320679 0.324683 0.177579
15.53 0.690195 0.222172 0.234783 0.143752 0.0871324 0.0485878 0.315299 0.166903
15.55 0.607152 0.29852 0.276787 0.047467 0.0798701 0.0345231 0.358634 0.199536
15.57 0.603939 0.277695 0.289839 0.112806 0.0929412 0.0372294 0.430435 0.159767
15.59 0.651867 0.244544 0.228569 0.0765436 0.0874741 0.0452593 0.383812 0.130249
15.61 0.61678 0.288327 0.196585 0.0628343 0.0747824 0.0354828 0.45157 0.10202
15.63 0.615518 0.21315 0.201152 0.11327 0.0897388 0.0424251 0.381912 0.150424
15.65 0.589832 0.322855 0.22941 0.119798 0.0959736 0.0418346 0.370559 0.184764
15.67 0.549786 0.210461 0.208703 0.0765173 0.0947852 0.032028 0.435007 0.136846
15.69 0.622196 0.187757 0.251702 0.0671252 0.0822664 0.0435581 0.351667 0.156689
15.71 0.614867 0.236655 0.259003 0.0873116 0.0870946 0.0379421 0.324407 0.155885
15.73 0.671985 0.215791 0.275167 0.0979642 0.0794547 0.0385744 0.379227 0.191852
15.75 0.686618 0.305888 0.259921 0.103715 0.0847112 0.0396968 0.411294 0.171666
15.77 0.7862 0.334571 0.331946 0.0945711 0.0757194 0.0401016 0.53077 0.229017
15.79 0.62583 0.258186 0.223765 0.0847659 0.105722 0.0365632 0.43755 0.191647
15.81 0.568456 0.232793 0.317609 0.105617 0.0833976 0.0425268 0.463649 0.155936
15.83 0.611468 0.291408 0.256458 0.0912001 0.0953115 0.0361077 0.309909 0.163553
15.85 0.648641 0.251223 0.219033 0.0632228 0.0770866 0.0365768 0.333135 0.119555
15.87 0.538826 0.243201 0.220183 0.0725207 0.0964712 0.0340731 0.337199 0.200341
15.89 0.552458 0.204545 0.260562 0.0795342 0.0757988 0.0412464 0.460484 0.124559
15.91 0.535377 0.184158 0.160617 0.0632125 0.0710631 0.0322933 0.285756 0.0909886
15.93 0.560701 0.215339 0.152684 0.0580665 0.112865 0.0343768 0.28318 0.118172
15.95 0.650014 0.259561 0.178233 0.113251 0.0570102 0.0473077 0.277198 0.125353
15.97 0.534924 0.239151 0.225331 0.0453003 0.0998961 0.0376775 0.241975 0.0866807
15.99 0.477978 0.196005 0.216241 0.104233 0.0850967 0.0376775 0.284608 0.150467
16.01 0.597706 0.325238 0.214251 0.0820608 0.10116 0.0288033 0.401518 0.10597
16.03 0.589764 0.261428 0.228419 0.0899615 0.0563843 0.0438597 0.363658 0.164473
16.05 0.543692 0.266982 0.244359 0.088986 0.110696 0.0349286 0.312827 0.143808
16.07 0.506509 0.207275 0.231366 0.0846063 0.0801728 0.0364714 0.360447 0.174796
16.09 0.546127 0.182534 0.215433 0.0829018 0.0756347 0.0441865 0.403981 0.119169
16.11 0.585987 0.200351 0.288376 0.0673328 0.0770016 0.0409413 0.265 0.133782
16.13 0.54656 0.284931 0.172604 0.0723481 0.0908223 0.0338553 0.352262 0.152492
16.15 0.568505 0.195208 0.266318 0.0562281 0.0843536 0.0375741 0.281675 0.134799
16.17 0.572928 0.19298 0.202 0.0530864 0.0838795 0.0438935 0.298883 0.155243
16.19 0.630072 0.315921 0.1824 0.101345 0.0859253 0.0308188 0.304648 0.120603
16.21 0.593051 0.276542 0.178588 0.0836313 0.0812881 0.0436044 0.3197 0.144943
16.23 0.631123 0.171236 0.253689 0.0812622 0.0931839 0.036896 0.46176 0.173314
16.25 0.676521 0.178259 0.232651 0.0836493 0.0658805 0.0309696 0.412892 0.0929646
16.27 0.532323 0.283047 0.176655 0.113041 0.0799228 0.0391817 0.342838 0.192534
16.29 0.527436 0.179642 0.292873 0.103438 0.0994595 0.0351835 0.257903 0.108708
16.31 0.591552 0.245337 0.23907 0.0750817 0.0599816 0.0323111 0.393351 0.160661
16.33 0.633585 0.255022 0.235096 0.105471 0.0909398 0.042831 0.170223 0.127653
16.35 0.448537 0.311986 0.204286 0.0439933 0.0936604 0.0344294 0.366095 0.118605
16.37 0.632853 0.2595 0.22254 0.0703923 0.0819116 0.0361987 0.345479 0.155786
16.39 0.554883 0.203259 0.183206 0.0699679 0.090815 0.038739 0.322413 0.0989604
16.41 0.528748 0.270446 0.199469 0.0307111 0.0792497 0.0357609 0.348085 0.167421
16.43 0.503411 0.200823 0.270928 0.0493832 0.0901807 0.0357609 0.401391 0.0857743
16.45 0.639384 0.261744 0.220305 0.0993583 0.0516538 0.0308931 0.420011 0.243673
16.47 0.673863 0.234375 0.17562 0.0807688 0.105945 0.0391615 0.286359 0.203198
16.49 0.482643 0.102972 0.235728 0.091279 0.0876784 0.0415349 0.365762 0.0690266
16.51 0.517222 0.203172 0.180824 0.0721259 0.0916997 0.046409 0.354507 0.107961
16.53 0.618933 0.288259 0.208771 0.0425851 0.0674263 0.0301357 0.232359 0.114005
16.55 0.43326 0.225866 0.201165 0.0581092 0.0902332 0.0386345 0.406144 0.15098
16.57 0.536328 0.195593 0.201379 0.0559383 0.095633 0.0443105 0.326253 0.121346
16.59 0.575565 0.212696 0.363973 0.0926311 0.0669431 0.0221553 0.180773 0.208301
16.61 0.552749 0.240009 0.134656 0.0804749 0.0829873 0.0380577 0.430986 0.116758
16.63 0.537707 0.292451 0.245922 0.0839772 0.0778006 0.0315336 0.25297 0.140001
16.65 0.636703 0.160585 0.192324 0.0812032 0.0916216 0.0340176 0.394539 0.0946713
16.67 0.708043 0.209604 0.159843 0.0865008 0.0810885 0.03643 0.293678 0.0882159
16.69 0.410837 0.234852 0.26917 0.0964252 0.0754962 0.040073 0.41909 0.129805
16.71 0.561122 0.270611 0.194298 0.0626636 0.0809597 0.0381422 0.314874 0.198916
16.73 0.544757 0.160463 0.212862 0.0809631 0.0809597 0.0339812 0.379665 0.122351
16.75 0.533293 0.220436 0.214773 0.136819 0.0823392 0.0312066 0.29458 0.110566
16.77 0.499046 0.21364 0.166288 0.074994 0.0838819 0.0321181 0.444195 0.112573
16.79 0.51541 0.162881 0.262893 0.0603313 0.0777442 0.0430675 0.242282 0.113024
16.81 0.576063 0.210876 0.173874 0.0580197 0.0794674 0.040968 0.290259 0.141544
16.83 0.481582 0.218737 0.3042 0.0651474 0.0753921 0.0275603 0.413184 0.128247
16.85 0.532721 0.230618 0.1698 0.0935928 0.0828136 0.0344951 0.316955 0.143224
16.87 0.597393 0.221431 0.176848 0.080629 0.107845 0.0441094 0.403328 0.273164
16.89 0.413766 0.303785 0.224178 0.113578 0.0570943 0.0297259 0.225491 0.12091
16.91 0.560084 0.264731 0.176277 0.0367724 0.0972097 0.0373756 0.29923 0.117701
16.93 0.671261 0.173434 0.149909 0.0737491 0.0523437 0.026076 0.28602 0.0865368
16.95 0.594947 0.236021 0.282245 0.0542505 0.0854127 0.0442841 0.344067 0.059997
16.97 0.51651 0.245467 0.209467 0.0571181 0.0803584 0.0309515 0.250999 0.209775
16.99 0.495003 0.165686 0.17472 0.0538608 0.0838523 0.036454 0.305331 0.0791718
17.01 0.458071 0.205844 0.246063 0.0774401 0.0774114 0.0438309 0.274679 0.0983188
17.03 0.54709 0.203174 0.204686 0.0746319 0.0736352 0.025694 0.337241 0.0755235
17.05 0.552728 0.25164 0.223805 0.0710596 0.0821276 0.0357197 0.265872 0.11956
17.07 0.580339 0.148279 0.175179 0.0501352 0.0803287 0.0288176 0.343784 0.134324
17.09 0.529033 0.232592 0.199448 0.0699909 0.0820749 0.0392967 0.343046 0.109132
17.11 0.498057 0.216075 0.16464 0.0671036 0.0565596 0.0318047 0.325462 0.173325
17.13 0.578491 0.254726 0.219987 0.10442 0.100551 0.0359275 0.278743 0.0981494
17.15 0.460553 0.241027 0.172729 0.11 0.0850421 0.0423108 0.257594 0.159089
17.17 0.51247 0.290646 0.222499 0.0547029 0.0878185 0.0340744 0.233686 0.0995142
17.19 0.505087 0.161968 0.280091 0.0742857 0.0618441 0.0273931 0.38709 0.135744
17.21 0.60874 0.13567 0.195174 0.0819641 0.0866016 0.0429177 0.258511 0.16748
17.23 0.441761 0.218633 0.153929 0.0722566 0.0980395 0.0309962 0.363173 0.144473
17.25 0.51154 0.197886 0.126298 0.0459773 0.0437415 0.0280374 0.167127 0.0524938
17.27 0.49692 0.214143 0.151857 0.0465377 0.095025 0.030439 0.435365 0.144649
17.29 0.525575 0.188914 0.235807 0.0780419 0.0644813 0.0372032 0.373511 0.143567
17.31 0.530824 0.22522 0.17329 0.0386592 0.0733605 0.038836 0.163632 0.12436
17.33 0.53822 0.207367 0.268075 0.0905596 0.0793736 0.029792 0.254733 0.0877653
17.35 0.493792 0.16147 0.170483 0.0962458 0.0838511 0.0382143 0.350923 0.107913
17.37 0.497847 0.227426 0.187932 0.065291 0.0651949 0.0283102 0.246133 0.118789
17.39 0.524494 0.222109 0.204934 0.0479193 0.0820194 0.0324532 0.239707 0.114007
17.41 0.505394 0.205048 0.120353 0.0798228 0.0924387 0.0317488 0.355414 0.127504
17.43 0.546492 0.205886 0.159619 0.101826 0.0734072 0.034191 0.372411 0.154857
17.45 0.535829 0.169645 0.238111 0.0678905 0.0475461 0.0252784 0.25102 0.0639993
17.47 0.395277 0.252818 0.165335 0.0786604 0.0538463 0.0204572 0.257163 0.166278
17.49 0.499461 0.226213 0.21997 0.0592704 0.112308 0.0538706 0.319488 0.0869807
17.51 0.509605 0.206477 0.214256 0.0969803 0.0825594 0.0325584 0.393684 0.133808
17.53 0.491285 0.162379 0.220776 0.0467286 0.0825594 0.0343026 0.253955 0.126319
17.55 0.580738 0.247054 0.173249 0.0710737 0.0612281 0.0270184 0.381743 0.084922
17.57 0.481269 0.151498 0.207323 0.0707824 0.0627896 0.0363324 0.255795 0.208493
17.59 0.521437 0.215878 0.178911 0.0675358 0.0859944 0.0332003 0.284306 0.114935
17.61 0.494059 0.178018 0.152645 0.0676288 0.0905472 0.0338021 0.278795 0.133298
17.63 0.455366 0.177403 0.153147 0.0667608 0.0714847 0.0301804 0.201824 0.122578
17.65 0.503129 0.242929 0.189383 0.0611023 0.0490141 0.0276659 0.299529 0.0861406
17.67 0.483304 0.203227 0.146225 0.0374369 0.0860518 0.0405754 0.287848 0.0453505
17.69 0.443942 0.200582 0.18535 0.0961338 0.0734588 0.0289824 0.239353 0.134809
17.71 0.44299 0.181596 0.183027 0.0494073 0.101952 0.0511849 0.275703 0.13505
17.73 0.469785 0.210059 0.166817 0.0739613 0.0570928 0.0142842 0.231895 0.0786706
17.75 0.496344 0.225729 0.292368 0.0463706 0.0335839 0.0243381 0.278453 0.19581
17.77 0.587145 0.310511 0.258557 0.12401 0.0455775 0.0175944 0.3406 0.165581
17.79 0.464803 0.177608 0.150967 0.0778767 0.127617 0.0515264 0.36941 0.11363
17.81 0.410121 0.182234 0.143158 0.0509896 0.0645943 0.0306211 0.294622 0.129519
17.83 0.474011 0.206387 0.209741 0.0241214 0.0625757 0.0329177 0.347457 0.0640384
17.85 0.553741 0.183087 0.139348 0.045588 0.0941236 0.0276832 0.220768 0.0974277
17.87 0.479964 0.152136 0.162738 0.0423632 0.0716974 0.0303131 0.254344 0.0726136
17.89 0.432129 0.178497 0.132312 0.0233323 0.0698106 0.0358808 0.301986 0.149886
17.91 0.446956 0.137947 0.147809 0.0168965 0.0729598 0.0298589 0.243205 0.0859246
17.93 0.458198 0.157404 0.145978 0.0935401 0.0601918 0.0306659 0.201554 0.0683732
17.95 0.504006 0.233817 0.150385 0.0848512 0.0820406 0.0355126 0.259872 0.105334
17.97 0.497681 0.143571 0.173401 0.0833494 0.0605793 0.0316568 0.258066 0.106582
17.99 0.403461 0.222128 0.202536 0.0511474 0.084811 0.0285683 0.194442 0.142268
18.01 0.457493 0.227186 0.261456 0.0532854 0.085088 0.03436 0.336256 0.115704
18.03 0.426545 0.19824 0.19118 0.0775177 0.0591916 0.0276374 0.220202 0.1216
18.05 0.5157 0.15943 0.160654 0.0853137 0.0778741 0.0294143 0.196222 0.155275
18.07 0.52389 0.184971 0.131824 0.0652291 0.06805 0.0355685 0.296876 0.114379
18.09 0.44248 0.219879 0.209856 0.06198 0.06805 0.0280804 0.243306 0.140164
18.11 0.412306 0.16063 0.191521 0.0575426 0.0678013 0.0385326 0.17427 0.113848
18.13 0.454346 0.223946 0.144593 0.0620507 0.0813616 0.0290684 0.209022 0.124246
18.15 0.458517 0.22749 0.165495 0.0389608 0.0615759 0.027662 0.256479 0.0852733
18.17 0.55452 0.196179 0.14626 0.048652 0.0600336 0.0316484 0.303426 0.0614843
18.19 0.405703 0.11275 0.15353 0.0455562 0.0850476 0.0269012 0.27425 0.0828255
18.21 0.405308 0.152546 0.143737 0.050583 0.0707859 0.0302671 0.249542 0.122005
18.23 0.537546 0.21319 0.143659 0.0742627 0.0723247 0.0385905 0.273533 0.0751823
18.25 0.484246 0.22919 0.149136 0.0402712 0.059567 0.0220613 0.191615 0.0949785
18.27 0.541878 0.127247 0.218009 0.0475699 0.083261 0.028989 0.182762 0.0794756
18.29 0.418407 0.199882 0.192711 0.0791197 0.0673434 0.0326126 0.254619 0.138017
18.31 0.496773 0.233444 0.12653 0.0279327 0.103328 0.0470249 0.274394 0.0675464
18.33 0.426132 0.212517 0.0725742 0.0438748 0.0464975 0.0156749 0.264472 0.139577
18.35 0.373143 0.21795 0.221578 0.064858 0.0398308 0.0214429 0.305692 0.094371
18.37 0.47169 0.215424 0.124267 0.0977359 0.0466627 0.0251412 0.266805 0.095914
18.39 0.460104 0.140248 0.193411 0.0465635 0.114324 0.041902 0.251013 0.0817751
18.41 0.538899 0.173974 0.162937 0.0483675 0.0610797 0.0280787 0.253315 0.0926141
18.43 0.461704 0.11451 0.143797 0.0284461 0.0729977 0.0311308 0.303136 0.113468
18.45 0.450162 0.141816 0.174511 0.0744601 0.0747063 0.0259847 0.200298 0.144505
18.47 0.388192 0.236609 0.202893 0.0323456 0.0725335 0.0331518 0.264648 0.15314
18.49 0.45308 0.154483 0.228707 0.0798029 0.0665881 0.0314661 0.388603 0.0947353
18.51 0.384927 0.186497 0.184819 0.0453987 0.0712973 0.0338837 0.285472 0.12991
18.53 0.484788 0.201566 0.195374 0.0552886 0.0695148 0.0289251 0.266726 0.114152
18.55 0.531877 0.169825 0.161424 0.0609501 0.0693457 0.0291942 0.226094 0.0693602
18.57 0.525768 0.18692 0.132868 0.0895438 0.0693843 0.0293736 0.261764 0.0796964
18.59 0.390679 0.185903 0.102477 0.0534071 0.0655296 0.0270237 0.291157 0.197398
18.61 0.476308 0.198487 0.15093 0.0325237 0.110811 0.0314498 0.237565 0.0891741
18.63 0.444796 0.191123 0.193092 0.0302948 0.0397247 0.0322775 0.234927 0.119889
18.65 0.412897 0.179906 0.217778 0.0376565 0.044185 0.0196449 0.174429 0.073195
18.67 0.372023 0.200381 0.0948464 0.0715118 0.0523738 0.027374 0.223262 0.114706
18.69 0.494206 0.185608 0.20346 0.0778215 0.0950486 0.0362043 0.190464 0.127643
18.71 0.406738 0.157008 0.161534 0.0724871 0.0546247 0.0268652 0.30314 0.0970195
18.73 0.430824 0.19615 0.152781 0.039263 0.0576594 0.0223877 0.311711 0.0981441
18.75 0.412561 0.0866198 0.16376 0.034073 0.0866845 0.0406452 0.253777 0.0849553
18.77 0.330796 0.20355 0.170138 0.0313288 0.0704898 0.0223805 0.246972 0.107528
18.79 0.574686 0.156609 0.204932 0.0538043 0.0696605 0.0331848 0.17812 0.0919157
18.81 0.548097 0.175807 0.161348 0.0657721 0.0572218 0.0278948 0.344114 0.145601
18.83 0.513393 0.181271 0.142681 0.0630941 0.071936 0.0303204 0.266361 0.133202
18.85 0.381536 0.171607 0.145443 0.022273 0.086249 0.0311115 0.283475 0.0927
18.87 0.341608 0.163032 0.19345 0.0860737 0.0531431 0.0304272 0.294885 0.057728
18.89 0.426001 0.215656 0.21622 0.0856234 0.0674508 0.0241858 0.192726 0.135533
18.91 0.403551 0.181363 0.175941 0.0572324 0.0539655 0.0248303 0.186211 0.0948511
18.93 0.498176 0.152383 0.102871 0.0666641 0.067048 0.0325898 0.286361 0.0682048
18.95 0.456199 0.154774 0.103155 0.061691 0.0729217 0.0291799 0.249239 0.0776498
